,plate,well,actual_name,ERCC_reads,Non_ERCC_reads,ERCC_to_non_ERCC,Genes_detected,Age,Age_color,experiment.ID,plate_color,scrublet_score,scrublet_doublet
H4_1000500804,1000500804,H4,H4-1000500804-zsGreen,100803,693861,0.145278377,1735,PN90,#D62728,8,#C49C94,0.047297297,FALSE
H9_1000500804,1000500804,H9,H9-1000500804-zsGreen,80772,449718,0.179605886,1692,PN90,#D62728,8,#C49C94,0.03364486,FALSE
D2_1000500805,1000500805,D2,D2-1000500805-zsGreen,211724,175400,1.20709236,854,PN90,#D62728,8,#E377C2,0.082926829,FALSE
G2_1000500804,1000500804,G2,G2-1000500804-zsGreen,130592,922928,0.141497495,1566,PN90,#D62728,8,#C49C94,0.047297297,FALSE
E10_1000500703,1000500703,E10,E10-1000500703-zsGreen,40250,665269,0.060501842,2670,PN120,#2CA02C,7,#98DF8A,0.056856187,FALSE
A12_1000500604,1000500604,A12,A12-1000500604-zsGreen,34271,191711,0.178763869,1721,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
G2_1000500803,1000500803,G2,G2-1000500803-zsGreen,131515,11691,11.24925156,35,PN90,#D62728,8,#8C564B,0.03364486,FALSE
D6_1000500802,1000500802,D6,D6-1000500802-zsGreen,114821,1049885,0.109365311,2165,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
B2_1000500604,1000500604,B2,B2-1000500604-zsGreen,73598,556276,0.132304827,2721,PN21,#98DF8A,6,#FF7F0E,0.019556714,FALSE
E5_1000500803,1000500803,E5,E5-1000500803-zsGreen,118564,768363,0.154307274,1710,PN90,#D62728,8,#8C564B,0.082926829,FALSE
C12_1000500703,1000500703,C12,C12-1000500703-zsGreen,97393,1029099,0.094639097,1968,PN120,#2CA02C,7,#98DF8A,0.016615385,FALSE
C9_1000500604,1000500604,C9,C9-1000500604-zsGreen,107657,183568,0.586469319,602,PN21,#98DF8A,6,#FF7F0E,0.005769231,FALSE
D2_1000500604,1000500604,D2,D2-1000500604-zsGreen,81818,619641,0.132040972,2162,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
D12_1000500805,1000500805,D12,D12-1000500805-zsGreen,1,6,0.166666667,1,PN90,#D62728,8,#E377C2,0.006674082,FALSE
A1_1000500805,1000500805,A1,A1-1000500805-zsGreen,82547,562695,0.146699366,1757,PN90,#D62728,8,#E377C2,0.082926829,FALSE
F5_1000500802,1000500802,F5,F5-1000500802-zsGreen,68547,427509,0.160340484,1657,PN90,#D62728,8,#C5B0D5,0.039836568,FALSE
A11_1000500805,1000500805,A11,A11-1000500805-zsGreen,83730,296351,0.282536587,1135,PN90,#D62728,8,#E377C2,0.056461731,FALSE
B12_1000500604,1000500604,B12,B12-1000500604-zsGreen,15721,219095,0.071754262,3225,PN21,#98DF8A,6,#FF7F0E,0.019556714,FALSE
E11_1000500703,1000500703,E11,E11-1000500703-zsGreen,47520,682565,0.069619743,2369,PN120,#2CA02C,7,#98DF8A,0.030927835,FALSE
A10_1000500604,1000500604,A10,A10-1000500604-zsGreen,40800,216767,0.188220532,1751,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
E4_1000500804,1000500804,E4,E4-1000500804-zsGreen,97659,551930,0.176940916,1561,PN90,#D62728,8,#C49C94,0.039836568,FALSE
E2_1000500805,1000500805,E2,E2-1000500805-zsGreen,78550,150751,0.521057903,801,PN90,#D62728,8,#E377C2,0.047297297,FALSE
D4_1000500604,1000500604,D4,D4-1000500604-zsGreen,93274,553381,0.16855295,1843,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
H3_1000500703,1000500703,H3,H3-1000500703-zsGreen,69961,1186263,0.058975961,2270,PN120,#2CA02C,7,#98DF8A,0.035897436,FALSE
B9_1000500803,1000500803,B9,B9-1000500803-zsGreen,172475,18980,9.08719705,22,PN90,#D62728,8,#8C564B,0.020104244,FALSE
C10_1000500803,1000500803,C10,C10-1000500803-zsGreen,158728,711830,0.222985825,1301,PN90,#D62728,8,#8C564B,0.047297297,FALSE
G10_1000500604,1000500604,G10,G10-1000500604-zsGreen,70362,468454,0.150200447,1697,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
H8_1000500604,1000500604,H8,H8-1000500604-zsGreen,132669,787327,0.168505589,1707,PN21,#98DF8A,6,#FF7F0E,0.019556714,FALSE
G6_1000500604,1000500604,G6,G6-1000500604-zsGreen,1,14,0.071428571,1,PN21,#98DF8A,6,#FF7F0E,0.00265252,FALSE
E12_1000500803,1000500803,E12,E12-1000500803-zsGreen,248655,52415,4.743966422,62,PN90,#D62728,8,#8C564B,0.028423773,FALSE
A5_1000500804,1000500804,A5,A5-1000500804-zsGreen,108425,666443,0.162692083,1457,PN90,#D62728,8,#C49C94,0.067988669,FALSE
C12_1000500802,1000500802,C12,C12-1000500802-zsGreen,85537,2605,32.83570058,17,PN90,#D62728,8,#C5B0D5,0.016736402,FALSE
F1_1000500604,1000500604,F1,F1-1000500604-zsGreen,63004,489246,0.128777752,2594,PN21,#98DF8A,6,#FF7F0E,0.07972028,FALSE
G11_1000500803,1000500803,G11,G11-1000500803-zsGreen,270216,130,2078.584615,18,PN90,#D62728,8,#8C564B,0.020104244,FALSE
C9_1000500703,1000500703,C9,C9-1000500703-zsGreen,61628,822875,0.074893514,3379,PN120,#2CA02C,7,#98DF8A,0.07972028,FALSE
A3_1000500604,1000500604,A3,A3-1000500604-zsGreen,23305,212844,0.109493338,2815,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
C3_1000500604,1000500604,C3,C3-1000500604-zsGreen,50602,887,57.04847802,9,PN21,#98DF8A,6,#FF7F0E,0.00265252,FALSE
C2_1000500604,1000500604,C2,C2-1000500604-zsGreen,2,9,0.222222222,1,PN21,#98DF8A,6,#FF7F0E,0.004145555,FALSE
F9_1000500703,1000500703,F9,F9-1000500703-zsGreen,49006,594165,0.082478773,2420,PN120,#2CA02C,7,#98DF8A,0.096153846,FALSE
D4_1000500801,1000500801,D4,D4-1000500801-zsGreen,255722,56,4566.464286,4,PN90,#D62728,8,#9467BD,0.016736402,FALSE
C12_1000500804,1000500804,C12,C12-1000500804-zsGreen,227495,10861,20.94604548,15,PN90,#D62728,8,#C49C94,0.013770492,FALSE
C8_1000500703,1000500703,C8,C8-1000500703-zsGreen,87328,1058695,0.082486457,1978,PN120,#2CA02C,7,#98DF8A,0.019556714,FALSE
C11_1000500802,1000500802,C11,C11-1000500802-zsGreen,218791,136677,1.600788721,236,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
H10_1000500604,1000500604,H10,H10-1000500604-zsGreen,83735,847230,0.098833847,2963,PN21,#98DF8A,6,#FF7F0E,0.022869023,FALSE
E7_1000500804,1000500804,E7,E7-1000500804-zsGreen,127722,930339,0.137285441,1601,PN90,#D62728,8,#C49C94,0.047297297,FALSE
C5_1000500703,1000500703,C5,C5-1000500703-zsGreen,87259,863386,0.101066035,1989,PN120,#2CA02C,7,#98DF8A,0.030927835,FALSE
G7_1000500604,1000500604,G7,G7-1000500604-zsGreen,79133,673553,0.117485929,3650,PN21,#98DF8A,6,#FF7F0E,0.07972028,FALSE
H11_1000500802,1000500802,H11,H11-1000500802-zsGreen,76785,384510,0.199695717,1821,PN90,#D62728,8,#C5B0D5,0.039836568,FALSE
E1_1000500802,1000500802,E1,E1-1000500802-zsGreen,9316,36553,0.254862802,613,PN90,#D62728,8,#C5B0D5,0.047297297,FALSE
G9_1000500703,1000500703,G9,G9-1000500703-zsGreen,60955,612823,0.099465914,2617,PN120,#2CA02C,7,#98DF8A,0.07972028,FALSE
C5_1000500803,1000500803,C5,C5-1000500803-zsGreen,211335,11966,17.66129032,36,PN90,#D62728,8,#8C564B,0.03364486,FALSE
D2_1000500803,1000500803,D2,D2-1000500803-zsGreen,76682,108241,0.708437653,387,PN90,#D62728,8,#8C564B,0.047297297,FALSE
A12_1000500703,1000500703,A12,A12-1000500703-zsGreen,51830,704116,0.07361003,2506,PN120,#2CA02C,7,#98DF8A,0.030927835,FALSE
F1_1000500703,1000500703,F1,F1-1000500703-zsGreen,49886,803067,0.06211935,2857,PN120,#2CA02C,7,#98DF8A,0.07972028,FALSE
C11_1000500803,1000500803,C11,C11-1000500803-zsGreen,130589,741590,0.176093259,1603,PN90,#D62728,8,#8C564B,0.082926829,FALSE
D10_1000500703,1000500703,D10,D10-1000500703-zsGreen,38284,465381,0.08226378,2263,PN120,#2CA02C,7,#98DF8A,0.048582996,FALSE
C5_1000500604,1000500604,C5,C5-1000500604-zsGreen,51259,551009,0.093027519,3058,PN21,#98DF8A,6,#FF7F0E,0.07972028,FALSE
B11_1000500604,1000500604,B11,B11-1000500604-zsGreen,78880,423393,0.18630445,2004,PN21,#98DF8A,6,#FF7F0E,0.005769231,FALSE
B12_1000500802,1000500802,B12,B12-1000500802-zsGreen,234572,7236,32.41735766,9,PN90,#D62728,8,#C5B0D5,0.008787346,FALSE
F2_1000500803,1000500803,F2,F2-1000500803-zsGreen,97101,3011,32.24875457,12,PN90,#D62728,8,#8C564B,0.008787346,FALSE
F3_1000500604,1000500604,F3,F3-1000500604-zsGreen,128019,766260,0.167069924,1407,PN21,#98DF8A,6,#FF7F0E,0.026627219,FALSE
F11_1000500604,1000500604,F11,F11-1000500604-zsGreen,73270,303460,0.241448626,2073,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
F10_1000500805,1000500805,F10,F10-1000500805-zsGreen,107294,439174,0.244308634,1238,PN90,#D62728,8,#E377C2,0.056461731,FALSE
F9_1000500604,1000500604,F9,F9-1000500604-zsGreen,110954,832403,0.133293609,2185,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
G12_1000500604,1000500604,G12,G12-1000500604-zsGreen,42519,730401,0.058213228,4399,PN21,#98DF8A,6,#FF7F0E,0.07972028,FALSE
D3_1000500604,1000500604,D3,D3-1000500604-zsGreen,113509,748456,0.151657546,1967,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
E12_1000500802,1000500802,E12,E12-1000500802-zsGreen,13344,193,69.13989637,4,PN90,#D62728,8,#C5B0D5,0.008787346,FALSE
D3_1000500803,1000500803,D3,D3-1000500803-zsGreen,142991,3711,38.53166262,14,PN90,#D62728,8,#8C564B,0.013770492,FALSE
F3_1000500802,1000500802,F3,F3-1000500802-zsGreen,52774,220507,0.239330271,839,PN90,#D62728,8,#C5B0D5,0.056461731,FALSE
E6_1000500803,1000500803,E6,E6-1000500803-zsGreen,89495,601723,0.148731227,1725,PN90,#D62728,8,#8C564B,0.056461731,FALSE
A4_1000500805,1000500805,A4,A4-1000500805-zsGreen,86891,512564,0.169522245,1805,PN90,#D62728,8,#E377C2,0.056461731,FALSE
D1_1000500803,1000500803,D1,D1-1000500803-zsGreen,53087,2521,21.05791353,21,PN90,#D62728,8,#8C564B,0.011138614,FALSE
G1_1000500805,1000500805,G1,G1-1000500805-zsGreen,83939,726449,0.115546996,1925,PN90,#D62728,8,#E377C2,0.082926829,FALSE
F8_1000500802,1000500802,F8,F8-1000500802-zsGreen,47043,449790,0.104588808,2695,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
E7_1000500703,1000500703,E7,E7-1000500703-zsGreen,27938,421122,0.06634182,2191,PN120,#2CA02C,7,#98DF8A,0.035897436,FALSE
B12_1000500703,1000500703,B12,B12-1000500703-zsGreen,44069,570003,0.077313628,2473,PN120,#2CA02C,7,#98DF8A,0.041705283,FALSE
H6_1000500604,1000500604,H6,H6-1000500604-zsGreen,175208,236238,0.741658836,537,PN21,#98DF8A,6,#FF7F0E,0.005769231,FALSE
C12_1000500803,1000500803,C12,C12-1000500803-zsGreen,19431,6900,2.816086957,110,PN90,#D62728,8,#8C564B,0.056461731,FALSE
H3_1000500803,1000500803,H3,H3-1000500803-zsGreen,174051,11342,15.34570622,36,PN90,#D62728,8,#8C564B,0.016736402,FALSE
B5_1000500703,1000500703,B5,B5-1000500703-zsGreen,72740,826993,0.087957214,1859,PN120,#2CA02C,7,#98DF8A,0.041705283,FALSE
B12_1000500803,1000500803,B12,B12-1000500803-zsGreen,267142,7235,36.923566,20,PN90,#D62728,8,#8C564B,0.011138614,FALSE
F4_1000500803,1000500803,F4,F4-1000500803-zsGreen,121931,2016,60.48164683,9,PN90,#D62728,8,#8C564B,0.011138614,FALSE
D9_1000500803,1000500803,D9,D9-1000500803-zsGreen,95284,412201,0.23115907,1664,PN90,#D62728,8,#8C564B,0.039836568,FALSE
B4_1000500802,1000500802,B4,B4-1000500802-zsGreen,56449,601421,0.093859376,2558,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
A7_1000500801,1000500801,A7,A7-1000500801-zsGreen,11,35,0.314285714,1,PN90,#D62728,8,#9467BD,0.006674082,FALSE
D4_1000500803,1000500803,D4,D4-1000500803-zsGreen,186136,10094,18.44026154,26,PN90,#D62728,8,#8C564B,0.011138614,FALSE
A8_1000500801,1000500801,A8,A8-1000500801-zsGreen,17240,94,183.4042553,3,PN90,#D62728,8,#9467BD,0.008787346,FALSE
B10_1000500703,1000500703,B10,B10-1000500703-zsGreen,87718,923399,0.094994688,1926,PN120,#2CA02C,7,#98DF8A,0.016615385,FALSE
B5_1000500802,1000500802,B5,B5-1000500802-zsGreen,79479,648811,0.122499464,2278,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
G6_1000500803,1000500803,G6,G6-1000500803-zsGreen,273780,11128,24.60280374,14,PN90,#D62728,8,#8C564B,0.011138614,FALSE
F11_1000500802,1000500802,F11,F11-1000500802-zsGreen,62987,1249,50.42994396,17,PN90,#D62728,8,#C5B0D5,0.023961661,FALSE
A4_1000500703,1000500703,A4,A4-1000500703-zsGreen,63262,473020,0.133740645,1901,PN120,#2CA02C,7,#98DF8A,0.022869023,FALSE
B2_1000500703,1000500703,B2,B2-1000500703-zsGreen,69843,606327,0.115190318,1762,PN120,#2CA02C,7,#98DF8A,0.011621472,FALSE
E1_1000500604,1000500604,E1,E1-1000500604-zsGreen,97758,348003,0.280911371,1631,PN21,#98DF8A,6,#FF7F0E,0.005769231,FALSE
G5_1000500604,1000500604,G5,G5-1000500604-zsGreen,119518,571560,0.209108405,1308,PN21,#98DF8A,6,#FF7F0E,0.016615385,FALSE
E8_1000500604,1000500604,E8,E8-1000500604-zsGreen,181773,82036,2.215771125,130,PN21,#98DF8A,6,#FF7F0E,0.004145555,FALSE
C12_1000500805,1000500805,C12,C12-1000500805-zsGreen,233275,2550,91.48039216,13,PN90,#D62728,8,#E377C2,0.011138614,FALSE
H1_1000500604,1000500604,H1,H1-1000500604-zsGreen,64124,541235,0.118477186,2542,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
G4_1000500803,1000500803,G4,G4-1000500803-zsGreen,191315,432130,0.442725569,569,PN90,#D62728,8,#8C564B,0.067988669,FALSE
C10_1000500805,1000500805,C10,C10-1000500805-zsGreen,111044,695595,0.15963887,1816,PN90,#D62728,8,#E377C2,0.039836568,FALSE
E9_1000500803,1000500803,E9,E9-1000500803-zsGreen,330819,5353,61.80067252,16,PN90,#D62728,8,#8C564B,0.008787346,FALSE
D10_1000500802,1000500802,D10,D10-1000500802-zsGreen,5248,53212,0.09862437,2431,PN90,#D62728,8,#C5B0D5,0.067988669,FALSE
C7_1000500804,1000500804,C7,C7-1000500804-zsGreen,155769,745450,0.208959689,1347,PN90,#D62728,8,#C49C94,0.056461731,FALSE
A1_1000500703,1000500703,A1,A1-1000500703-zsGreen,117702,1181463,0.099623941,1618,PN120,#2CA02C,7,#98DF8A,0.016615385,FALSE
H7_1000500803,1000500803,H7,H7-1000500803-zsGreen,8,2,4,0,PN90,#D62728,8,#8C564B,0.006674082,FALSE
G11_1000500804,1000500804,G11,G11-1000500804-zsGreen,85376,565607,0.150945798,2056,PN90,#D62728,8,#C49C94,0.067988669,FALSE
A6_1000500604,1000500604,A6,A6-1000500604-zsGreen,17976,237089,0.075819629,2627,PN21,#98DF8A,6,#FF7F0E,0.016615385,FALSE
E2_1000500803,1000500803,E2,E2-1000500803-zsGreen,205005,698,293.7034384,8,PN90,#D62728,8,#8C564B,0.013770492,FALSE
B2_1000500802,1000500802,B2,B2-1000500802-zsGreen,95656,531167,0.180086489,2077,PN90,#D62728,8,#C5B0D5,0.056461731,FALSE
B9_1000500604,1000500604,B9,B9-1000500604-zsGreen,37944,285487,0.13290973,2313,PN21,#98DF8A,6,#FF7F0E,0.013986014,FALSE
B11_1000500803,1000500803,B11,B11-1000500803-zsGreen,197249,15676,12.58286553,25,PN90,#D62728,8,#8C564B,0.011138614,FALSE
G9_1000500604,1000500604,G9,G9-1000500604-zsGreen,67068,404121,0.165960195,2455,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
A6_1000500703,1000500703,A6,A6-1000500703-zsGreen,25836,651317,0.03966732,3269,PN120,#2CA02C,7,#98DF8A,0.096153846,FALSE
A5_1000500803,1000500803,A5,A5-1000500803-zsGreen,229001,294512,0.777560846,303,PN90,#D62728,8,#8C564B,0.082926829,FALSE
F10_1000500604,1000500604,F10,F10-1000500604-zsGreen,114923,678393,0.169404755,2271,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
E7_1000500805,1000500805,E7,E7-1000500805-zsGreen,64900,428644,0.151407695,1779,PN90,#D62728,8,#E377C2,0.039836568,FALSE
B10_1000500604,1000500604,B10,B10-1000500604-zsGreen,47298,689855,0.068562234,2968,PN21,#98DF8A,6,#FF7F0E,0.035897436,FALSE
C3_1000500802,1000500802,C3,C3-1000500802-zsGreen,200095,264200,0.757361847,315,PN90,#D62728,8,#C5B0D5,0.047297297,FALSE
H2_1000500804,1000500804,H2,H2-1000500804-zsGreen,3,10,0.3,1,PN90,#D62728,8,#C49C94,0.006674082,FALSE
B9_1000500804,1000500804,B9,B9-1000500804-zsGreen,121219,793027,0.152856082,1587,PN90,#D62728,8,#C49C94,0.039836568,FALSE
D6_1000500804,1000500804,D6,D6-1000500804-zsGreen,111230,541655,0.205352115,1296,PN90,#D62728,8,#C49C94,0.047297297,FALSE
A7_1000500703,1000500703,A7,A7-1000500703-zsGreen,0,14,0,1,PN120,#2CA02C,7,#98DF8A,0.007541478,FALSE
H5_1000500703,1000500703,H5,H5-1000500703-zsGreen,84267,899151,0.093718408,1797,PN120,#2CA02C,7,#98DF8A,0.022869023,FALSE
G10_1000500803,1000500803,G10,G10-1000500803-zsGreen,234077,25043,9.347003155,29,PN90,#D62728,8,#8C564B,0.016736402,FALSE
C5_1000500805,1000500805,C5,C5-1000500805-zsGreen,119058,674123,0.176611687,1815,PN90,#D62728,8,#E377C2,0.047297297,FALSE
H1_1000500803,1000500803,H1,H1-1000500803-zsGreen,209396,16496,12.69374394,16,PN90,#D62728,8,#8C564B,0.016736402,FALSE
B3_1000500604,1000500604,B3,B3-1000500604-zsGreen,106674,553410,0.19275763,1577,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
H11_1000500703,1000500703,H11,H11-1000500703-zsGreen,5197,61016,0.08517438,1817,PN120,#2CA02C,7,#98DF8A,0.041705283,FALSE
B5_1000500804,1000500804,B5,B5-1000500804-zsGreen,188130,4548,41.36543536,11,PN90,#D62728,8,#C49C94,0.011138614,FALSE
G12_1000500803,1000500803,G12,G12-1000500803-zsGreen,241586,20020,12.06723277,40,PN90,#D62728,8,#8C564B,0.016736402,FALSE
H4_1000500805,1000500805,H4,H4-1000500805-zsGreen,120485,833509,0.144551529,1708,PN90,#D62728,8,#E377C2,0.056461731,FALSE
A10_1000500803,1000500803,A10,A10-1000500803-zsGreen,68516,5787,11.83964057,28,PN90,#D62728,8,#8C564B,0.013770492,FALSE
C11_1000500604,1000500604,C11,C11-1000500604-zsGreen,85039,335672,0.25333957,1725,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
A8_1000500802,1000500802,A8,A8-1000500802-zsGreen,10838,161721,0.067016652,2317,PN90,#D62728,8,#C5B0D5,0.067988669,FALSE
B2_1000500804,1000500804,B2,B2-1000500804-zsGreen,118853,553024,0.214914723,1509,PN90,#D62728,8,#C49C94,0.056461731,FALSE
G5_1000500803,1000500803,G5,G5-1000500803-zsGreen,177940,28136,6.324282059,48,PN90,#D62728,8,#8C564B,0.028423773,FALSE
B6_1000500805,1000500805,B6,B6-1000500805-zsGreen,104282,427427,0.243976164,1406,PN90,#D62728,8,#E377C2,0.03364486,FALSE
A9_1000500604,1000500604,A9,A9-1000500604-zsGreen,74978,461429,0.162490871,1945,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
H7_1000500703,1000500703,H7,H7-1000500703-zsGreen,37225,718133,0.051835802,2548,PN120,#2CA02C,7,#98DF8A,0.048582996,FALSE
B11_1000500703,1000500703,B11,B11-1000500703-zsGreen,71867,1048105,0.068568512,2356,PN120,#2CA02C,7,#98DF8A,0.022869023,FALSE
A2_1000500803,1000500803,A2,A2-1000500803-zsGreen,264041,15359,17.1912885,14,PN90,#D62728,8,#8C564B,0.008787346,FALSE
B7_1000500803,1000500803,B7,B7-1000500803-zsGreen,146003,9710,15.03635427,22,PN90,#D62728,8,#8C564B,0.016736402,FALSE
C9_1000500805,1000500805,C9,C9-1000500805-zsGreen,83337,790456,0.105429018,2063,PN90,#D62728,8,#E377C2,0.082926829,FALSE
A8_1000500803,1000500803,A8,A8-1000500803-zsGreen,4,2,2,1,PN90,#D62728,8,#8C564B,0.004764426,FALSE
H11_1000500604,1000500604,H11,H11-1000500604-zsGreen,81122,442804,0.183200694,2003,PN21,#98DF8A,6,#FF7F0E,0.035897436,FALSE
C3_1000500801,1000500801,C3,C3-1000500801-zsGreen,246735,49,5035.408163,5,PN90,#D62728,8,#9467BD,0.013770492,FALSE
H5_1000500804,1000500804,H5,H5-1000500804-zsGreen,59920,433820,0.138121802,1917,PN90,#D62728,8,#C49C94,0.056461731,FALSE
F11_1000500803,1000500803,F11,F11-1000500803-zsGreen,150186,7479,20.08102688,28,PN90,#D62728,8,#8C564B,0.03364486,FALSE
F8_1000500604,1000500604,F8,F8-1000500604-zsGreen,73934,875272,0.084469742,3733,PN21,#98DF8A,6,#FF7F0E,0.066997519,FALSE
E5_1000500604,1000500604,E5,E5-1000500604-zsGreen,18845,374638,0.050301891,4668,PN21,#98DF8A,6,#FF7F0E,0.056856187,FALSE
C7_1000500604,1000500604,C7,C7-1000500604-zsGreen,92604,565660,0.163709649,2227,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
C12_1000500604,1000500604,C12,C12-1000500604-zsGreen,25329,407277,0.062191089,4321,PN21,#98DF8A,6,#FF7F0E,0.048582996,FALSE
E8_1000500703,1000500703,E8,E8-1000500703-zsGreen,58999,744252,0.079272881,1909,PN120,#2CA02C,7,#98DF8A,0.026627219,FALSE
A11_1000500703,1000500703,A11,A11-1000500703-zsGreen,70513,821551,0.085829121,1884,PN120,#2CA02C,7,#98DF8A,0.022869023,FALSE
C8_1000500604,1000500604,C8,C8-1000500604-zsGreen,70790,440935,0.160545205,2178,PN21,#98DF8A,6,#FF7F0E,0.022869023,FALSE
A9_1000500803,1000500803,A9,A9-1000500803-zsGreen,80,23,3.47826087,1,PN90,#D62728,8,#8C564B,0.006674082,FALSE
F7_1000500703,1000500703,F7,F7-1000500703-zsGreen,92689,872614,0.106219932,1856,PN120,#2CA02C,7,#98DF8A,0.030927835,FALSE
B8_1000500604,1000500604,B8,B8-1000500604-zsGreen,12715,356962,0.035620038,4474,PN21,#98DF8A,6,#FF7F0E,0.030927835,FALSE
F7_1000500804,1000500804,F7,F7-1000500804-zsGreen,118637,736455,0.161091988,1642,PN90,#D62728,8,#C49C94,0.03364486,FALSE
C1_1000500804,1000500804,C1,C1-1000500804-zsGreen,133519,892843,0.149543649,1553,PN90,#D62728,8,#C49C94,0.039836568,FALSE
B6_1000500703,1000500703,B6,B6-1000500703-zsGreen,52359,702710,0.074510111,2105,PN120,#2CA02C,7,#98DF8A,0.026627219,FALSE
A7_1000500803,1000500803,A7,A7-1000500803-zsGreen,215001,6375,33.72564706,8,PN90,#D62728,8,#8C564B,0.008787346,FALSE
C11_1000500703,1000500703,C11,C11-1000500703-zsGreen,83755,1005230,0.08331924,2788,PN120,#2CA02C,7,#98DF8A,0.096153846,FALSE
G7_1000500803,1000500803,G7,G7-1000500803-zsGreen,91258,873085,0.104523615,2024,PN90,#D62728,8,#8C564B,0.082926829,FALSE
B1_1000500805,1000500805,B1,B1-1000500805-zsGreen,92423,544180,0.169839024,1741,PN90,#D62728,8,#E377C2,0.047297297,FALSE
E11_1000500803,1000500803,E11,E11-1000500803-zsGreen,269935,27321,9.880128839,35,PN90,#D62728,8,#8C564B,0.020104244,FALSE
C6_1000500604,1000500604,C6,C6-1000500604-zsGreen,33914,400536,0.08467154,3284,PN21,#98DF8A,6,#FF7F0E,0.066997519,FALSE
F12_1000500804,1000500804,F12,F12-1000500804-zsGreen,125328,811266,0.154484472,1736,PN90,#D62728,8,#C49C94,0.056461731,FALSE
D8_1000500803,1000500803,D8,D8-1000500803-zsGreen,174663,39995,4.36712089,79,PN90,#D62728,8,#8C564B,0.020104244,FALSE
F4_1000500604,1000500604,F4,F4-1000500604-zsGreen,101235,778140,0.130098697,1946,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
D11_1000500604,1000500604,D11,D11-1000500604-zsGreen,55748,457702,0.121799774,2472,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
F10_1000500703,1000500703,F10,F10-1000500703-zsGreen,88579,805602,0.109953799,2025,PN120,#2CA02C,7,#98DF8A,0.035897436,FALSE
D6_1000500805,1000500805,D6,D6-1000500805-zsGreen,132748,762736,0.17404187,1456,PN90,#D62728,8,#E377C2,0.056461731,FALSE
E9_1000500703,1000500703,E9,E9-1000500703-zsGreen,73506,561016,0.131023001,1686,PN120,#2CA02C,7,#98DF8A,0.013986014,FALSE
D2_1000500804,1000500804,D2,D2-1000500804-zsGreen,1,5,0.2,0,PN90,#D62728,8,#C49C94,0.004764426,FALSE
C6_1000500703,1000500703,C6,C6-1000500703-zsGreen,74071,900935,0.082215698,2304,PN120,#2CA02C,7,#98DF8A,0.066997519,FALSE
C9_1000500804,1000500804,C9,C9-1000500804-zsGreen,212299,310021,0.684789095,1069,PN90,#D62728,8,#C49C94,0.067988669,FALSE
C10_1000500804,1000500804,C10,C10-1000500804-zsGreen,132290,805934,0.164144955,1620,PN90,#D62728,8,#C49C94,0.056461731,FALSE
H9_1000500604,1000500604,H9,H9-1000500604-zsGreen,143114,269416,0.53120082,849,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
A3_1000500804,1000500804,A3,A3-1000500804-zsGreen,64629,406711,0.158906447,1886,PN90,#D62728,8,#C49C94,0.047297297,FALSE
E4_1000500604,1000500604,E4,E4-1000500604-zsGreen,111052,611168,0.18170454,2146,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
D10_1000500803,1000500803,D10,D10-1000500803-zsGreen,230581,3001,76.83472176,19,PN90,#D62728,8,#8C564B,0.016736402,FALSE
G12_1000500703,1000500703,G12,G12-1000500703-zsGreen,66974,964857,0.069413395,2530,PN120,#2CA02C,7,#98DF8A,0.048582996,FALSE
F8_1000500805,1000500805,F8,F8-1000500805-zsGreen,66376,430943,0.15402501,1875,PN90,#D62728,8,#E377C2,0.056461731,FALSE
B8_1000500803,1000500803,B8,B8-1000500803-zsGreen,202993,40119,5.059772178,64,PN90,#D62728,8,#8C564B,0.020104244,FALSE
G8_1000500804,1000500804,G8,G8-1000500804-zsGreen,106089,735879,0.144166364,1778,PN90,#D62728,8,#C49C94,0.067988669,FALSE
H2_1000500803,1000500803,H2,H2-1000500803-zsGreen,247892,27903,8.884062646,34,PN90,#D62728,8,#8C564B,0.011138614,FALSE
