Gene,LNEN002,LNEN003,LNEN004,LNEN005,LNEN006,LNEN007,LNEN008,LNEN009,LNEN010,LNEN011,LNEN012,LNEN013,LNEN014,LNEN015,LNEN016,LNEN017,LNEN018,LNEN019,LNEN020,S00016,S00022,S00050,S00076,S00089,S00094,S00118,S00128,S00396,S00400,S00472,S00501,S00515,S00516,S00517,S00520,S00529,S00531,S00534,S00540,S00550,S00567,S00570,S00581,S00584,S00587,S00602,S00608,S00609,S00613,S00640,S00694,S00710,S00711,S00712,S00713,S00714,S00716,S00716_B,S00718,S00725,S00732,S00733,S00739,S00790,S00791,S00793,S00794,S00795,S00796,S00799,S00825,S00827,S00829,S00830,S00832,S00836,S00837,S00838,S00858,S01060,S01093,S01103,S01202,S01242,S01248,S01318,S01407,S01453,S01468,S01493,S01494,S01496,S01499,S01501,S01502,S01504,S01505,S01508,S01510,S01511,S01513,S01515,S01517,S01518,S01519,S01520,S01521,S01524,S01526,S01528,S01529,S01531,S01532,S01533,S01535,S01536,S01537,S01538,S01539,S01540,S01541,S01543,S01544,S01545,S01546,S01556,S01563,S01567,S01572,S01573,S01574,S01578,S01580,S01581,S01582,S01583,S01584,S01585,S01586,S01590,S01593,S01605,S01666,S01698,S01707,S01728,S01731,S01733,S01742,S01746,S01763,S01792,S02065,S02093,S02120,S02126,S02139,S02154,S02162,S02163,S02194,S02209,S02229,S02236,S02241,S02242,S02243,S02249,S02259,S02261,S02264,S02265,S02266,S02267,S02268,S02269,S02271,S02272,S02284,S02285,S02286,S02287,S02288,S02289,S02290,S02291,S02293,S02294,S02295,S02296,S02297,S02298,S02299,S02322,S02323,S02325,S02326,S02327,S02328,S02330,S02331,S02333,S02334,S02335,S02336,S02337,S02338,S02339,S02340,SRR7646229,SRR7646230,SRR7646231,SRR7646232,SRR7646233,SRR7646234,SRR7646235,SRR7646236,SRR7646237,SRR7646238,SRR7646239,SRR7646240,SRR7646241,SRR7646242,SRR7646243,SRR7646244,SRR7646245,SRR7646246,SRR7646247,SRR7646248,SRR7646249,SRR7646250,SRR7646251,SRR7646252,SRR7646253,SRR7646254,SRR7646255,SRR7646256,SRR7646257,SRR7646258
GRP,1.497076491,10.57068477,8.750134385,7.050020752,6.938826474,1.497076491,1.497076491,3.29204128,3.7491296,9.814076056,1.497076491,15.46621095,5.111965416,4.573689267,11.63944347,6.041462653,6.497408586,18.39615362,5.584345639,17.17722909,14.01919587,13.35618028,19.6049108,14.67022893,7.274781348,3.724011922,12.14249391,7.399767045,12.25433197,15.59064972,15.96655898,16.19121231,7.513332297,14.3605164,1.497076491,9.877618609,3.47557991,5.930916087,12.73631097,2.947389987,1.497076491,3.736335523,10.71348157,4.785697606,11.4799713,8.840939314,3.541848106,5.624357361,3.961557955,8.314511713,14.97627972,14.67641124,6.913132084,5.465812115,7.405992979,4.276115574,5.265460208,4.059629785,2.93955422,9.846525922,4.015134686,5.870887728,3.206859888,9.212243339,5.392612541,14.41320853,9.493013224,12.26466562,1.497076491,6.118743761,14.08088803,12.03998804,9.189616915,14.96028864,14.52847141,14.52649522,7.574713067,15.98972924,4.882640384,15.2165052,14.17517896,1.497076491,4.822198319,12.09557043,14.73026318,4.508493818,5.130852812,13.06817747,6.823229166,4.927549225,5.353034107,12.22143043,14.07487687,19.07269553,16.15718396,16.99008838,14.64044732,6.401812983,1.497076491,4.894239879,18.04887215,13.2312033,10.97572759,3.862860552,16.29102188,16.41895774,15.58980282,14.71513762,6.448303994,17.00359661,12.87026728,13.29801239,7.58317611,7.171077368,4.158853773,15.42585122,10.01059211,6.449490247,9.359165496,15.49443683,7.868739651,19.25323369,5.542274288,16.53428247,6.004817205,1.497076491,13.9689036,3.555955207,18.28773783,17.11584339,4.99328953,14.6846948,11.95948808,15.62745992,7.045544394,7.605195505,8.130047445,6.130245137,10.10141905,9.809553281,4.720605873,7.496723146,3.99592487,14.11544165,10.44234249,14.65616495,6.349626858,6.775195149,17.96445784,18.66571921,11.85285971,14.68046639,11.69006953,11.81599573,12.70390485,16.26089743,4.008512984,7.57182769,19.92389328,8.999721395,13.77765866,9.57520555,13.85678255,1.497076491,16.8206711,11.42491225,10.44869536,15.27981244,5.341110544,6.283041828,6.436195614,4.744779071,10.21969196,14.28799773,9.515161688,3.282830032,3.08371127,11.29249618,15.48741564,14.06795165,5.243563347,11.76728859,5.150078119,14.8445003,13.33596317,13.25494965,13.69947265,13.83231903,14.56043055,3.926452042,16.76569521,5.674152741,12.13497614,12.57489799,7.451719296,4.51325468,6.447868788,16.5428383,6.631742852,18.32407006,16.14398842,8.8784373,9.265918903,16.96761003,15.0508219,19.3856437,12.75884907,11.28209509,5.892187692,4.623227087,16.37374527,10.65128588,17.38994058,4.980070338,11.86354754,6.268679984,11.00889087,5.433699038,16.64080517,13.85734873,16.05897595,18.63947909,5.702798508,4.342209924,4.471053362,4.919268263,18.46673611,17.63215539,10.92970665,6.447844956,5.273411661,14.55644827,14.47585676,9.508940608,4.940016896,18.07932955,4.996902236,13.72331342,5.136798634
TRH,1.497076491,1.497076491,3.320883291,3.454562044,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,5.487224906,1.497076491,10.69841281,1.497076491,1.497076491,2.859731862,1.497076491,3.942662641,3.112893113,4.796458469,10.70027401,7.20841506,10.14035711,2.833991166,7.41562342,1.497076491,4.762513198,3.400665432,3.237643192,1.497076491,5.312842732,5.753490577,10.93814901,4.294893371,3.0410051,1.497076491,1.497076491,1.497076491,3.612614739,1.497076491,1.497076491,1.497076491,3.613457165,1.497076491,1.497076491,1.497076491,8.667481138,1.497076491,4.794266604,3.485591312,4.640402032,5.373411379,6.361993996,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,5.569838345,1.497076491,7.060759506,1.497076491,3.857581113,2.656649453,4.712382382,3.110165281,3.149504092,1.497076491,1.497076491,9.789214079,6.631309547,3.260854699,8.670186351,4.674719585,5.346825384,3.694692886,6.976026763,4.758258567,16.41810581,5.420927404,1.497076491,4.114587102,9.197380941,5.553931997,1.497076491,3.1684221,7.886121114,1.497076491,5.032463565,7.69122064,5.428930016,6.074972772,10.42123111,16.60520183,12.58973809,5.777800011,4.820846017,5.276390285,1.497076491,3.349973166,9.02212587,3.257664482,1.497076491,14.81569228,3.866644581,7.585388189,7.626201363,4.795938724,16.928857,10.22859054,5.73971545,5.36639142,1.497076491,2.908076083,15.85480398,8.921290153,6.179843228,9.096534207,16.79976504,4.519992999,15.516346,7.263480518,14.54479187,4.637466871,4.121026407,5.013975109,3.821657269,16.74456643,13.33977176,3.343664008,6.370349847,1.497076491,3.972673895,1.497076491,1.497076491,1.497076491,1.497076491,6.238997215,8.027028329,1.497076491,1.497076491,1.497076491,6.816900442,3.349082978,5.353547584,9.583126126,11.75674143,12.0471313,16.09352844,3.424630686,3.082433444,10.86823187,6.395327206,1.497076491,6.820578446,3.913219576,8.992497369,5.150198147,8.106268963,4.658116706,3.36159076,5.218194817,4.233763919,6.627495128,7.722517341,4.617429861,6.707109368,3.637833758,4.483296921,2.925676476,3.278311,1.497076491,5.328618766,5.248568772,3.565686903,5.847124751,4.693137385,4.519989085,5.79850891,2.697946388,9.92843646,1.497076491,3.465547371,6.092267775,5.363848063,5.156524435,4.864793148,1.497076491,1.497076491,5.563001768,1.497076491,1.497076491,13.48903798,1.497076491,3.62131195,3.927275986,14.50392032,4.781218061,16.71017831,6.285356944,13.16866683,1.497076491,14.77828458,5.172566304,17.19989799,5.996877322,2.640174672,4.949997938,3.652239012,17.07015656,5.142534417,15.00233696,3.741566777,6.835870355,2.641360547,9.810299454,3.162038061,7.970771988,15.81818238,7.607590969,4.645241799,3.087550349,3.338949634,3.985550488,3.420300757,3.886196541,16.69972155,2.784364552,3.456061853,3.271236691,13.21493012,16.21158135,1.497076491,3.467418056,11.2407174,2.404391224,14.7629486,3.40056722
CGA,14.24053704,11.73927771,8.612785606,1.497076491,9.034084525,8.321209703,10.62067462,14.17026014,12.0089705,8.872389688,3.957658404,11.61950353,12.53937022,14.45800757,4.080868213,6.801928131,16.86793225,6.888403509,13.03769569,10.49282204,1.497076491,1.497076491,6.89746905,15.34357557,15.98543852,15.56745805,3.557358195,1.497076491,9.032290703,5.678873499,7.572277822,13.75514118,13.92055381,9.694904195,8.277008243,1.497076491,1.497076491,4.548459725,10.66189104,3.61231988,3.202875435,1.497076491,12.25069682,3.134049859,1.497076491,6.889731484,7.957196061,1.497076491,3.961557955,8.486554602,3.126485151,5.65333591,1.497076491,3.160487123,14.9634068,1.497076491,12.31134891,12.27769793,2.93955422,8.668650072,1.497076491,5.191526454,1.497076491,1.497076491,8.550748294,8.4493846,4.517412091,4.373904193,2.708047583,1.497076491,4.647954942,5.55244714,3.966488633,7.050863627,7.967770983,5.120542629,1.497076491,1.497076491,6.118130718,7.429411993,12.41612777,6.410866762,14.14752726,1.497076491,4.397665202,17.69074326,5.944451832,5.710929891,1.497076491,8.873556292,1.497076491,5.937706978,5.356129559,10.70804781,10.90979256,12.20377396,1.497076491,3.565898359,11.18409954,4.658862882,3.764564992,12.87691673,8.973518273,1.497076491,11.95640096,8.204603219,8.855100098,1.497076491,7.659047102,12.63454669,13.5523454,11.11853992,8.650366649,6.100296393,4.632606679,11.16326426,10.4376659,11.33311515,13.93037556,9.733296576,10.90982557,17.2907768,2.693829799,8.730315516,1.497076491,3.598316144,1.497076491,4.477068726,13.9937031,14.28597395,9.40808803,3.68656261,8.090243426,12.20987118,13.71793435,7.312571452,8.409851491,5.942750403,8.533930833,11.76998179,5.358544169,10.64854426,10.42550511,1.497076491,10.07657205,1.497076491,15.49481823,11.26488287,12.60181108,8.343270534,5.302970976,1.497076491,7.211573048,4.528846545,5.22283844,3.957116471,1.497076491,14.3874538,9.130033623,3.3466312,1.497076491,1.497076491,5.083851393,1.497076491,4.292322736,3.625588468,1.497076491,4.101885876,4.998960942,8.233447067,11.19156013,1.497076491,8.08807006,9.60752661,6.984109445,3.432201613,2.929274481,8.272710132,4.165510029,3.725947276,2.486623035,1.497076491,1.497076491,6.326281175,1.497076491,1.497076491,3.743517746,3.936413404,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,7.030320542,13.92818342,18.04141018,7.579636022,10.14860389,1.497076491,10.3903409,6.963249408,11.89067635,12.16649766,15.46323459,5.806617404,8.490739039,8.535167998,9.060480866,10.63043666,5.569370916,12.07230799,14.20654292,7.323571764,8.822931861,11.92750489,5.064784768,9.664037652,9.045804869,3.831568964,9.821180068,8.953291341,8.865066396,6.510304749,10.55620997,12.99781182,10.51101285,6.768099186,8.328831054,3.680958626,7.931790367,3.945006474,11.21732682,6.704499627,10.26807475,16.71345958,10.41818059,4.208052342,7.393510515,3.680229765
AMH,6.511655821,8.690747578,8.400748864,5.273633132,9.034084525,11.43274513,7.732655363,11.63300167,3.861952846,10.08447248,7.762680195,9.090075066,13.31870427,4.909297843,8.480412081,13.78034789,9.09535094,8.634151309,7.22516316,9.154897643,10.11276779,9.847527629,8.835163965,5.70561055,7.31814301,9.635840621,6.809541932,4.710629289,6.089785195,9.961716774,8.963514871,9.301782581,8.963735685,6.898253944,9.597687729,7.052031883,7.935032918,4.941091584,3.904564981,8.787392914,7.61471771,3.952393905,7.335065315,6.174204307,9.509966359,8.378439388,9.524681986,9.104407347,7.206015496,5.02871856,11.50315126,10.87166392,6.293948061,8.725473715,3.427910986,7.468066523,5.855352413,5.744684058,7.013481868,7.541454812,5.120712518,5.926740729,10.09230501,6.828807822,5.45748815,4.86935553,6.883280346,10.13547872,7.268935131,7.025757168,10.36031924,11.45632932,8.244837663,10.24503625,8.799910221,10.94843885,10.2258641,10.94564006,10.01815256,8.107127926,10.98908594,8.884833826,10.36539682,5.161181186,9.760409749,5.935154334,4.473298138,8.097555657,3.824048806,4.147332046,7.480105861,8.29028842,9.562987631,7.767434175,8.125532652,10.45972038,8.619072789,4.878682259,8.899731703,6.101092401,4.953422175,6.336420671,5.779286327,4.365791267,7.645548824,8.142979063,8.586166561,9.708147747,9.072675321,6.369175421,8.684148804,9.397661559,8.745697457,4.971074444,5.860681074,9.051116668,8.699287411,8.664997924,8.376546964,8.731948138,8.051206933,8.018616589,9.767093039,7.996891911,8.494712977,1.497076491,12.01340866,8.893273287,6.593396953,7.142584424,7.041035118,10.63346405,7.728674221,10.60472219,8.575263459,9.71337681,4.661961548,11.25276716,6.877295007,8.418292342,9.891851614,8.932655931,5.559729505,12.17268485,8.072953077,11.57525336,8.280721206,8.172333073,7.500917947,7.735522386,6.763507847,8.265913856,9.180096783,7.451354048,7.909290018,11.12012726,9.055156351,6.647192436,8.15204152,10.97895021,8.256537736,5.816184863,11.41758815,8.604926357,8.629653132,8.195806415,9.446565289,9.821524576,7.102530386,8.828685269,4.663402658,7.744074602,7.438200462,10.53634857,6.94101733,9.908847291,7.661933767,6.971866868,8.558991779,11.17094331,5.295484793,12.81451441,8.486414872,12.08525268,10.35706142,10.25214334,11.89962257,12.18443845,12.78997207,9.526539567,12.38609779,8.108570755,7.850671969,7.701658317,10.38700646,9.445000316,9.779021623,8.223786703,6.375825976,7.590339484,8.262672023,7.262539142,8.426424427,9.760618689,6.697685454,6.860872781,7.859722205,8.455208989,8.265067463,10.61109781,10.15231662,9.025116788,10.80757691,9.020910823,11.25809885,10.86875959,10.61365097,10.95298119,9.824520876,9.658621207,9.819520071,9.710795778,6.892504435,6.361143408,11.21473626,10.69256894,10.055005,10.0045679,11.13151064,10.42232118,10.3261867,10.19283014,9.965911758,7.749075338,8.438529918,10.0999957,7.10526006,10.63041523,7.479898784
KNG1,1.497076491,1.497076491,1.497076491,2.682324583,1.497076491,1.497076491,1.497076491,2.674051201,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,2.336008335,1.497076491,1.497076491,2.797624797,3.96867357,1.497076491,3.013529544,1.497076491,1.497076491,1.497076491,6.397319599,2.848425938,5.251974013,1.497076491,1.497076491,1.497076491,2.776383185,2.454894126,4.387954786,4.330312195,2.787449878,3.43655875,3.61231988,4.658503552,2.948234769,1.497076491,2.683939265,2.706629373,1.497076491,3.541848106,3.389915723,3.333054085,3.660264207,2.343582239,3.434104599,2.435102671,2.704022009,2.769773604,2.294167515,1.497076491,1.497076491,1.497076491,1.497076491,2.796267909,1.497076491,1.497076491,4.441557426,3.548152289,2.674853651,1.497076491,1.497076491,8.381385254,1.497076491,1.497076491,2.033533476,2.894685414,1.497076491,1.497076491,2.583687878,3.645010899,2.418528116,4.000326601,1.497076491,2.950427273,1.497076491,1.497076491,3.378397166,3.117717263,3.369087859,4.246237137,2.287303895,2.832037793,1.497076491,3.483338742,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,2.958102311,3.017248423,1.497076491,3.380873298,1.497076491,1.497076491,3.86827125,2.774855883,2.628681176,3.088089825,1.497076491,1.497076491,1.497076491,1.497076491,3.603828648,1.497076491,1.497076491,1.497076491,2.908076083,1.497076491,3.708861103,2.522818575,1.497076491,2.86839499,2.814196408,3.667499192,3.47200298,1.497076491,1.497076491,1.497076491,3.295380508,3.220209997,2.343582239,2.873341069,1.497076491,2.837314559,3.585642234,2.961872008,2.810431394,3.209648494,1.497076491,3.460469627,1.497076491,1.497076491,1.497076491,1.497076491,3.671365788,2.332915856,3.040552264,3.184335893,1.497076491,1.497076491,1.497076491,2.463023269,3.275713127,3.95293716,1.497076491,1.497076491,2.399053391,3.32945157,1.497076491,1.497076491,4.607364388,1.497076491,1.497076491,2.376487872,1.497076491,2.703378586,1.497076491,2.79616652,2.824577646,1.497076491,3.637833758,3.586674077,5.919849858,3.791873083,2.310840181,1.497076491,2.314591414,1.497076491,2.234878315,3.360754343,3.796437361,2.940821755,3.15249466,4.029291137,4.189547289,2.43091,3.810913762,3.621267781,3.620360966,3.821218132,1.497076491,3.5466898,3.890305913,4.353767621,2.998815014,3.290883675,2.660325286,1.497076491,1.497076491,1.497076491,2.681797126,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,3.609068908,1.497076491,1.497076491,2.315654227,1.497076491,2.274701728,2.427880078,1.497076491,1.497076491,1.497076491,1.497076491,2.316524222,1.497076491,1.497076491,1.497076491,2.215254095,1.497076491,1.497076491,3.186574742,1.497076491,2.587011144,2.993037327,1.497076491,1.497076491,1.497076491,2.425909752,2.158800068,1.497076491,1.497076491,1.497076491,1.497076491,2.843465499,3.133475723,2.130461186,2.712835423
SST,1.497076491,7.101205998,8.049348564,1.497076491,1.497076491,1.497076491,1.497076491,3.121013618,1.497076491,4.196948091,1.497076491,1.497076491,1.497076491,1.497076491,1.497076491,2.981548647,1.497076491,12.71790528,1.497076491,2.907419493,1.497076491,7.698186759,12.04061091,14.74099946,3.651804135,13.77605284,1.497076491,8.111541782,5.505108585,4.819283935,1.497076491,6.312613793,1.497076491,18.07897582,1.497076491,7.768502955,1.497076491,7.571200793,10.16825999,4.701153961,1.497076491,3.736335523,5.080883065,1.497076491,1.497076491,1.497076491,4.302065317,1.497076491,5.280414812,11.73501485,1.497076491,1.497076491,6.60023553,1.497076491,15.93596128,13.72711247,1.497076491,1.497076491,1.497076491,3.750360632,1.497076491,6.523425999,3.480640297,4.727658334,5.844241221,3.2931879,5.119242807,4.962430857,3.630049306,1.497076491,4.260499803,7.252296955,5.625861058,13.61795243,4.855248901,1.497076491,1.497076491,16.0082028,1.497076491,5.771135223,11.45438243,1.497076491,1.497076491,10.47879752,1.497076491,1.497076491,1.497076491,8.423647257,4.380505668,1.497076491,9.279236614,15.05303987,9.224292092,10.32697294,10.94102338,8.155177735,2.958102311,1.497076491,5.878177193,1.497076491,19.48786523,8.318350599,13.9750851,1.497076491,10.01602296,6.999775769,4.343994593,5.393005864,1.497076491,3.320295468,4.178523365,11.98438493,3.744619655,4.650619031,9.616364906,10.51181813,4.301096222,1.497076491,1.497076491,11.27555605,4.044912826,6.573757309,1.497076491,10.04703898,1.497076491,4.624040319,4.872622129,3.220209997,3.815524074,3.840045699,1.497076491,8.033503977,15.38937356,9.929582431,4.430327742,1.497076491,10.30817135,1.497076491,5.569011715,6.933751565,1.497076491,1.497076491,1.497076491,8.396051004,13.24560064,11.38788317,4.519898872,1.497076491,10.03826435,6.23165967,6.346873409,2.88591313,3.115353624,2.641706759,1.497076491,13.24623316,3.578073053,1.497076491,13.06748861,7.426230683,4.885703548,1.497076491,3.905012391,1.497076491,13.19042368,9.123005927,4.367350933,4.971244238,5.647951162,4.831409865,4.774274755,3.560636539,13.44710212,3.315213932,5.53707459,1.497076491,3.08371127,10.18089883,1.497076491,4.953158302,1.497076491,7.640751574,1.497076491,4.839606471,5.931862851,9.323294289,10.59145503,11.00022974,3.870874187,2.584353086,10.13875859,1.497076491,1.497076491,9.596944029,1.497076491,1.497076491,1.497076491,7.355913112,4.726816286,10.74852543,9.553078098,6.587162017,1.497076491,8.161125101,7.011795548,13.98421085,4.361798742,3.850686311,8.13283662,9.570786636,9.019351093,8.84480549,9.274102727,9.327747447,8.649768751,8.983208485,9.310654022,9.443663152,1.497076491,8.153864044,11.724054,4.214065423,3.186574742,1.497076491,3.394858957,1.497076491,10.60781626,15.87702117,2.620642435,3.272767926,1.497076491,10.27952054,9.797201212,10.34974618,10.35230463,10.98126494,8.811316066,9.732009358,8.968624428
CCK,1.497076491,8.825480628,1.497076491,1.497076491,4.810733017,6.14513652,1.497076491,4.595459846,1.497076491,5.487224906,1.497076491,5.49801048,8.753118592,1.497076491,4.23084286,3.280672279,1.497076491,1.497076491,3.978656795,3.986114811,6.036378784,4.67219353,1.497076491,3.404251777,6.710976252,6.2547937,4.62055264,1.497076491,1.497076491,4.433756876,1.497076491,1.497076491,3.20281183,5.658094585,6.352095214,4.977836009,1.497076491,1.497076491,12.19182479,3.47661196,1.497076491,1.497076491,3.49269078,1.497076491,3.33848886,7.594958741,3.207899182,1.497076491,4.928489752,3.899027167,5.989138268,1.497076491,1.497076491,4.314665316,4.724097172,4.824917922,2.752992536,1.497076491,3.724169818,6.567692525,1.497076491,1.497076491,1.497076491,5.867530665,1.497076491,1.497076491,3.280286694,4.862756746,1.497076491,1.497076491,1.497076491,5.451525265,3.092239354,9.677767201,10.71378645,5.048693497,1.497076491,4.867697018,4.108165783,3.3163474,4.30596699,1.497076491,6.521484476,5.233942061,4.252603236,1.497076491,1.497076491,6.608803737,1.497076491,1.497076491,1.497076491,5.242800915,1.497076491,6.606803844,3.837713154,1.497076491,1.497076491,1.497076491,4.379248054,7.414359373,1.497076491,8.403039962,7.640148101,1.497076491,1.497076491,1.497076491,5.629120342,9.783239301,1.497076491,5.095999647,1.497076491,3.015068441,1.497076491,1.497076491,1.497076491,6.30455303,5.747852587,3.637531795,4.441788328,7.266753976,4.153920687,5.013794383,4.751723955,4.827362671,3.794423236,1.497076491,6.414359367,3.009443653,1.497076491,5.165445381,4.273776925,9.336801901,3.165374685,3.495174819,4.591260035,4.436752249,5.96155745,1.497076491,1.497076491,9.437091649,10.70674742,11.64653358,6.038808474,6.105524886,5.079713273,9.996016561,7.790536734,5.875230578,4.878027346,4.087202959,5.563476562,7.819548461,4.818374224,1.497076491,3.561835149,5.387208821,3.443993374,5.254009071,3.300365648,8.68298437,10.69227429,3.653534589,8.927531879,1.497076491,13.88485794,9.752049647,9.696560548,6.118407994,1.497076491,4.547639067,1.497076491,1.497076491,7.232357166,3.601846736,1.497076491,3.994438697,3.821234039,1.497076491,5.632187369,5.824865933,3.812913191,3.137882556,1.497076491,10.73785725,9.127135348,3.402712997,7.394857816,7.661910577,12.10223023,1.497076491,1.497076491,1.497076491,4.729488304,6.603565678,8.880827124,6.733682105,1.497076491,3.235568262,5.309738187,4.665578496,4.65510416,5.666201804,1.497076491,3.255746436,3.996465156,3.668646994,1.497076491,6.423288467,7.026356341,1.497076491,5.530428952,2.49378496,3.774111784,1.497076491,1.497076491,2.768662775,5.372703949,1.497076491,1.497076491,5.387905161,1.497076491,3.206310558,4.271958466,6.867938502,6.701886432,6.994096672,2.820680306,3.769234116,4.202826058,3.16967259,1.497076491,3.208545685,3.382336325,3.805155039,1.497076491,5.976934874,1.497076491,5.518231894,3.500736664
GNRH2,1.497076491,5.01633412,5.139906665,3.589171853,4.098437374,4.314021283,5.026554762,8.617430603,1.497076491,6.6068747,3.416800289,4.953627801,6.293927688,3.287367266,4.804904054,4.190282107,3.849005008,3.994962966,3.862151014,5.407202324,4.711266294,5.259720781,5.229971862,3.82732412,4.653485051,5.575883314,4.976095123,1.497076491,6.275086116,5.811024798,2.93152475,4.409908021,4.998232964,7.098651822,3.102565841,1.497076491,3.636735541,1.497076491,6.416808566,3.47661196,3.380615336,2.948234769,11.11594258,3.134049859,4.239838412,8.797275817,5.149962242,5.286310101,4.877676018,5.825785644,5.373411379,4.970519557,3.907052419,4.931036476,1.497076491,3.976811984,4.69131818,4.655697527,1.497076491,6.20599555,3.28123761,3.838750896,3.897505803,4.790934547,4.297857367,4.180170534,4.315848002,1.497076491,3.630049306,1.497076491,3.846241718,5.724416996,4.054595853,4.296620379,3.81348893,4.851357903,4.589051922,5.825922675,4.882640384,4.210722937,7.21809096,4.300266196,4.225368765,3.509131304,4.001600443,5.169482284,3.34336422,4.322479166,1.497076491,3.5609415,3.483338742,3.824086637,3.932527042,3.821982199,4.088998892,4.592427603,3.490345561,4.820846017,2.996116564,1.497076491,3.174532005,5.257127119,7.713853702,2.774855883,5.484097048,5.082132107,6.160784234,4.42801137,5.405504839,4.694969616,4.290877423,4.81715078,4.376783276,3.474119016,3.426079033,6.670143515,5.232414753,6.473872052,4.081291097,5.15591645,4.153920687,4.367068081,3.842302909,4.251169727,5.413816321,3.13948787,4.474567869,2.749539078,3.704220288,3.933471015,3.19968122,3.522677004,5.439320335,6.824085432,6.334625352,5.771823858,4.885982477,8.157793794,5.569011715,8.055556677,5.23944467,4.956827817,3.843490893,6.278693461,9.775644557,5.008577946,4.758420091,3.756778169,4.825319954,4.720113183,3.678331287,3.648628409,4.734536688,4.893044868,5.033687839,5.124362243,5.055897876,4.353959368,7.28581538,4.343366697,4.482984405,3.996683272,4.513349703,4.528250587,4.964827228,4.486932817,6.010775802,4.924144708,5.793727874,4.191305457,3.704686296,4.575780837,4.963937572,8.746999928,4.522660633,5.314200384,3.738508581,5.471424489,5.08057116,5.402788972,4.250612916,4.495441207,4.414008545,5.015177821,5.23567902,3.718067239,4.875857171,4.618212961,6.13610542,4.935150428,5.502188202,4.940332785,3.681322343,3.780110491,5.297748942,3.426382141,5.550027172,5.658999768,4.346989959,3.984988501,5.606463647,3.821743591,5.582366265,4.99738937,3.361413304,4.49908748,4.428569153,6.203075589,3.761868663,5.333176901,5.586479895,4.526994431,4.940236295,4.895377141,7.912630129,4.915030447,5.2389423,5.184654991,4.443026752,5.812531445,5.454236151,5.955743756,3.94696525,5.723583444,4.182450689,4.450569859,4.898818497,4.253827745,6.857948856,6.184794469,7.65829134,3.745804179,3.609121858,5.251015831,4.059398259,6.050804086,4.799960628,5.667414994,3.0390231
